,FoodName,GI,Serve,CarbPerServe,GL,URL
289,"White bread, wheat flour ",71,30,13,9,foodSearch.php?num=416&ak=detail
290,"White bread, wheat flour ",72,30,15,11,foodSearch.php?num=417&ak=detail
291,"White bread, wheat flour, with 5 g margarine",73,30,15,11,foodSearch.php?num=418&ak=detail
292,"White bread, wheat flour",75,30,13,10,foodSearch.php?num=419&ak=detail
293,"White bread, wheat flour",75,30,18,13,foodSearch.php?num=420&ak=detail
294,"White bread, wheat flour ",59,30,13,8,foodSearch.php?num=421&ak=detail
295,"White bread, wheat flour ",69,30,14,10,foodSearch.php?num=422&ak=detail
296,"White bread, wheat flour, with 10 g margarine",75,30,15,11,foodSearch.php?num=423&ak=detail
297,"White bread, wheat flour",87,30,12,11,foodSearch.php?num=424&ak=detail
298,"White bread, wheat flour ",88,30,14,12,foodSearch.php?num=425&ak=detail
299,"White bread, wheat flour ",89,30,20,18,foodSearch.php?num=426&ak=detail
300,"White bread, wheat flour, homemade",89,30,13,12,foodSearch.php?num=427&ak=detail
301,"White bread, wheat flour ",70,30,14,10,foodSearch.php?num=428&ak=detail
302,"White bread, wheat flour",71,30,14,10,foodSearch.php?num=429&ak=detail
303,"White bread, wheat flour ",71,30,14,10,foodSearch.php?num=430&ak=detail
304,"White bread, wheat flour ",78,30,15,12,foodSearch.php?num=431&ak=detail
305,"White bread, wheat flour, hard, toasted ",73,30,15,11,foodSearch.php?num=432&ak=detail
306,"White bread, toasted",50,30,15,7,foodSearch.php?num=433&ak=detail
307,"White bread, fresh, toasted",63,30,12,8,foodSearch.php?num=434&ak=detail
308,"White bread, homemade, fresh, toasted",66,30,13,9,foodSearch.php?num=435&ak=detail
309,"White bread, frozen and defrosted",75,30,12,9,foodSearch.php?num=436&ak=detail
310,"White bread, homemade, frozen and defrosted",62,30,13,8,foodSearch.php?num=437&ak=detail
311,"White bread, wheat flour, frozen, defrosted and toasted",64,30,12,8,foodSearch.php?num=438&ak=detail
312,"White bread, homemade, frozen, defrosted and toasted",54,30,13,7,foodSearch.php?num=439&ak=detail
313,"Wholemeal (whole wheat) bread, with 10 g margarine",68,30,11,7,foodSearch.php?num=440&ak=detail
314,Wholemeal (whole wheat) bread,69,30,13,9,foodSearch.php?num=441&ak=detail
315,"Wholemeal (whole wheat) bread, with 5 g margarine",71,30,11,8,foodSearch.php?num=442&ak=detail
316,Wholemeal (whole wheat) bread,72,30,12,9,foodSearch.php?num=443&ak=detail
317,Wholemeal (whole wheat) bread,74,30,14,10,foodSearch.php?num=444&ak=detail
318,"Wholemeal (whole wheat) bread, with 5 g margarine",74,30,11,8,foodSearch.php?num=445&ak=detail
319,Wholemeal (whole wheat) bread,75,30,13,9,foodSearch.php?num=446&ak=detail
320,Wholemeal (whole wheat) bread,77,30,12,9,foodSearch.php?num=447&ak=detail
321,Wholemeal (whole wheat) bread,78,30,12,9,foodSearch.php?num=448&ak=detail
322,Wholemeal (whole wheat) bread,85,30,15,13,foodSearch.php?num=449&ak=detail
323,Wholemeal (whole wheat) bread,52,30,12,6,foodSearch.php?num=450&ak=detail
324,Wholemeal (whole wheat) bread,64,30,12,7,foodSearch.php?num=451&ak=detail
325,Wholemeal (whole wheat) bread,65,30,12,8,foodSearch.php?num=452&ak=detail
326,Wholemeal (whole wheat) bread,67,30,12,8,foodSearch.php?num=453&ak=detail
327,Wholemeal (whole wheat) bread,67,30,12,8,foodSearch.php?num=454&ak=detail
328,Wholemeal (whole wheat) bread,69,30,12,8,foodSearch.php?num=455&ak=detail
329,Wholemeal (whole wheat) bread,69,30,12,8,foodSearch.php?num=456&ak=detail
330,Wholemeal (whole wheat) bread,71,30,12,9,foodSearch.php?num=457&ak=detail
331,Wholemeal (whole wheat) bread,71,30,14,10,foodSearch.php?num=458&ak=detail
332,Wholemeal (whole wheat) bread,73,30,14,10,foodSearch.php?num=459&ak=detail
333,Wholemeal (whole wheat) bread,87,30,13,11,foodSearch.php?num=460&ak=detail
334,"Yam, peeled, boiled ",35,150,36,13,foodSearch.php?num=461&ak=detail
335,Yam ,54,150,36,19,foodSearch.php?num=462&ak=detail
336,"Yam, steamed ",51,150,36,18,foodSearch.php?num=463&ak=detail
337,"Yam (Dioscorea spp.), boiled ",74,150,38,28,foodSearch.php?num=464&ak=detail
338,"Yam (Dioscorea spp.), boiled, consumed with  4.24 g salt ",74,150,38,28,foodSearch.php?num=465&ak=detail
339,"Coco yam (Xanthosoma spp.), peeled, cubed, boiled 30 min ",61,150,46,28,foodSearch.php?num=466&ak=detail
340,"Lucea Yam (Dioscorea rotundata),  peeled, cubed, boiled 30 ",74,150,27,20,foodSearch.php?num=467&ak=detail
341,"Lucea Yam (Dioscorea rotundata), peeled, roasted on preheated charcoal",77,150,38,29,foodSearch.php?num=468&ak=detail
342,"Negro yam (Dioscorea rotundata), peeled, cubed, boiled 30 min ",73,150,32,23,foodSearch.php?num=469&ak=detail
343,"Negro yam (Dioscorea rotundata), peeled, roasted on preheated charcoal ",73,150,39,28,foodSearch.php?num=470&ak=detail
344,"Round leaf yellow yam (Dioscorea cayenensis), peeled, cubed, boiled 30 min ",68,150,34,23,foodSearch.php?num=471&ak=detail
345,"Round leaf yellow yam (Dioscorea cayenensis), peeled, roasted on preheated charcoal ",80,150,40,32,foodSearch.php?num=472&ak=detail
346,"Sweet yam (Dioscorea alata), peeled, cubed, boiled 30 min ",79,150,25,20,foodSearch.php?num=473&ak=detail
347,"Sweet yam (Dioscorea alata), peeled, roasted on preheated charcoal ",82,150,39,32,foodSearch.php?num=474&ak=detail
348,"White yam (Dioscorea alata), peeled, cubed, boiled 30 min ",75,150,31,24,foodSearch.php?num=475&ak=detail
349,"White yam (Dioscorea alata), peeled, roasted on preheated charcoal ",80,150,35,28,foodSearch.php?num=476&ak=detail
350,"Cupcake, strawberry-iced, Squiggles",73,38,26,19,foodSearch.php?num=477&ak=detail
351,Lamingtons cake (sponge dipped in chocolate and coconut),87,50,29,25,foodSearch.php?num=478&ak=detail
352,Pound cake,38,60,25,9,foodSearch.php?num=479&ak=detail
353,"Raspberry Coffee cake, President's Choice® Blue Menu™",50,60,26,13,foodSearch.php?num=480&ak=detail
354,"Vanilla cake, made from packet mix with vanilla frosting",42,111,58,24,foodSearch.php?num=481&ak=detail
355,"Apple Berry crumble cake, President's Choice® Blue Menu™ ",41,165,34,14,foodSearch.php?num=482&ak=detail
356,"Bavarian cake (mousse filling on biscuit base), Chocolate honeycomb, light",31,75,20,6,foodSearch.php?num=483&ak=detail
357,"Danish, Apple & Peach, light",50,50,22,11,foodSearch.php?num=484&ak=detail
358,"Doughnut, wheat dough, deep-fried ",75,50,20,15,foodSearch.php?num=485&ak=detail
359,"Apple muffin, made with rolled oats and sugar",44,60,29,13,foodSearch.php?num=486&ak=detail
360,"Apple muffin, made with rolled oats and without sugar",48,60,19,9,foodSearch.php?num=487&ak=detail
361,Apple blueberry muffin,49,60,25,12,foodSearch.php?num=488&ak=detail
362,"Apple, oat, sultana muffin",54,50,26,14,foodSearch.php?num=489&ak=detail
363,Blueberry muffin,50,60,31,15,foodSearch.php?num=490&ak=detail
364,"Blueberry (Wild) 10-Grain muffin, President's Choice® Blue Menu™",57,70,39,22,foodSearch.php?num=491&ak=detail
365,Chocolate butterscotch muffin,53,50,28,15,foodSearch.php?num=492&ak=detail
366,Chocolate chip muffin,52,60,32,17,foodSearch.php?num=493&ak=detail
367,"Cranberry & Orange Soy muffin, President's Choice® Blue Menu™",48,70,29,14,foodSearch.php?num=494&ak=detail
368,Double chocolate muffin,46,60,34,16,foodSearch.php?num=495&ak=detail
369,"Muffin, plain, made from wheat flour ",46,50,23,11,foodSearch.php?num=496&ak=detail
370,"Muffin, reduced-fat, low-calorie, made from  high-amylose corn starch and maltitol",37,50,25,9,foodSearch.php?num=497&ak=detail
371,"Raisin Bran Flax muffin, President's Choice® Blue Menu™",52,70,33,17,foodSearch.php?num=498&ak=detail
372,"Raspberry Pomegranate muffin, President's Choice® Blue Menu™",58,70,33,19,foodSearch.php?num=499&ak=detail
373,"Pancakes, homemade",66,80,26,17,foodSearch.php?num=500&ak=detail
374,"Pancakes, prepared from shake mix",67,80,57,38,foodSearch.php?num=501&ak=detail
375,"Pancakes, prepared from wheat flour",80,80,20,16,foodSearch.php?num=502&ak=detail
376,"Pancakes, buckwheat, gluten-free, made from packet mix",102,80,23,23,foodSearch.php?num=503&ak=detail
377,"Pancakes, gluten-free, made from packet mix",61,80,53,32,foodSearch.php?num=504&ak=detail
378,"Pancakes, prepared with coconut flour ",46,80,22,10,foodSearch.php?num=505&ak=detail
379,"Pan de sal (sweet bread roll), containing coconut flour ",61,80,36,22,foodSearch.php?num=506&ak=detail
380,"Pastry, puff, Pampas™",56,50,20,11,foodSearch.php?num=507&ak=detail
381,"Pikelets, Golden brand",85,40,21,18,foodSearch.php?num=508&ak=detail
382,"Scones, plain, made from packet mix",92,25,9,8,foodSearch.php?num=509&ak=detail
383,"Aussie Bodies Start the Day UHT, Choc Banana flavored drink",24,250,15,4,foodSearch.php?num=510&ak=detail
384,"Aussie Bodies Start the Day UHT, Chocolate flavored drink",26,250,15,4,foodSearch.php?num=511&ak=detail
385,"Beer, Toohey's New",66,250,8,5,foodSearch.php?num=512&ak=detail
386,"Chocolate Daydream™ shake, fructose, Revival Soy®",33,250,18,6,foodSearch.php?num=513&ak=detail
387,"Chocolate Daydream™ shake, sucralose, Revival Soy®",25,250,4,1,foodSearch.php?num=514&ak=detail
388,"Coca Cola®, soft drink",63,250,26,16,foodSearch.php?num=516&ak=detail
389,"Cordial, orange, reconstituted",66,250,20,13,foodSearch.php?num=517&ak=detail
390,"Fanta®, orange soft drink",68,250,34,23,foodSearch.php?num=518&ak=detail
391,Fruit punch beverage,67,250,29,19,foodSearch.php?num=519&ak=detail
392,"Lemonade, Scheweppes®, lemon soft drink",54,250,27,15,foodSearch.php?num=520&ak=detail
393,"Mars Active® Energy Drink, flavored milk",46,250,33,15,foodSearch.php?num=521&ak=detail
394,"Orange Delight Cocktail beverage with pulp, President's Choice® Blue Menu™",44,250,16,7,foodSearch.php?num=522&ak=detail
395,"Ribena™ blackcurrant fruit syrup, reconsituted with water",52,250,33,17,foodSearch.php?num=523&ak=detail
396,"Rice milk drink, low-fat, Australia's Own Natural™",92,250,32,29,foodSearch.php?num=524&ak=detail
397,"Vitasoy® rice milk, low-fat, calcium enriched",79,250,22,17,foodSearch.php?num=525&ak=detail
398,Slim Fast™ French Vanilla ready-to-drink shake,37,250,27,10,foodSearch.php?num=526&ak=detail
399,"Smoothie drink, banana ",30,250,26,8,foodSearch.php?num=527&ak=detail
400,"Smoothie drink, banana and strawberry, V8 Splash®",44,250,26,11,foodSearch.php?num=528&ak=detail
401,"Smoothie drink, mango",32,250,27,9,foodSearch.php?num=529&ak=detail
402,"Smoothie drink, raspberry",33,250,41,14,foodSearch.php?num=530&ak=detail
403,"Smoothie drink soy, banana",30,250,22,7,foodSearch.php?num=531&ak=detail
404,"Smoothie drink, soy, chocolate hazelnut",34,250,25,8,foodSearch.php?num=532&ak=detail
405,"Solo™, lemon squash, soft drink",58,250,29,17,foodSearch.php?num=533&ak=detail
406,"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™",40,250,28,11,foodSearch.php?num=534&ak=detail
407,"Soy Beverage, Original flavored, President's Choice® Blue Menu™",15,250,9,1,foodSearch.php?num=535&ak=detail
408,"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™",28,250,16,4,foodSearch.php?num=536&ak=detail
409,"Up & Go beverage, cocoa malt flavor (soy milk, rice cereal liquid breakfast)",43,250,26,11,foodSearch.php?num=537&ak=detail
410,"Up & Go beverage, original malt flavor (soy milk, rice cereal  liquid breakfast)",46,250,24,11,foodSearch.php?num=538&ak=detail
411,"V8 Splash®, tropical blend fruit drink",47,250,28,13,foodSearch.php?num=539&ak=detail
412,"Xpress beverage, chocolate (soy bean, cereal and legume extract drink with fructose)",39,250,34,13,foodSearch.php?num=540&ak=detail
413,V8® 100% vegetable juice,43,250,9,4,foodSearch.php?num=541&ak=detail
414,"Yakult®, fermented milk drink with Lactobacilus casei",46,65,12,5,foodSearch.php?num=542&ak=detail
415,"Yakult® Light, fermented milk drink with Lactobacilus casei",36,65,9,3,foodSearch.php?num=543&ak=detail
416,Gatorade® beverage,78,250,15,12,foodSearch.php?num=544&ak=detail
417,Isostar® beverage,70,250,18,13,foodSearch.php?num=545&ak=detail
418,Sustagen Sport® beverage,43,250,49,21,foodSearch.php?num=546&ak=detail
419,"Thorpedo® Advanced Hydration for Kids beverage, all flavours",11,250,35,4,foodSearch.php?num=547&ak=detail
420,"Thorpedo® Ultra Low GI Energy Water, all flavours",16,250,11,2,foodSearch.php?num=548&ak=detail
421,"Aussie Bodies Trim Protein Shake, Chocolate flavoured beverage",39,250,12,5,foodSearch.php?num=549&ak=detail
422,"Aussie Bodies Trim Protein Shake, French Vanilla flavoured beverage",41,250,12,5,foodSearch.php?num=550&ak=detail
423,"Build-Up™ nutrient-fortified drink, vanilla with fibre",41,250,33,13,foodSearch.php?num=551&ak=detail
424,"Cinch™ Café Latte weight management beverage powder, prepared with skim milk",27,250,31,8,foodSearch.php?num=552&ak=detail
425,"Cinch™ Chocolate weight management beverage powder, prepared with skim milk",16,250,31,5,foodSearch.php?num=553&ak=detail
426,"Cinch™ Vanilla weight management beverage powder, prepared with skim milk",22,250,29,6,foodSearch.php?num=554&ak=detail
427,Complete Hot Chocolate beverage mix made with hot water,51,250,23,12,foodSearch.php?num=555&ak=detail
428,"Hi-Pro energy drink mix, vanilla, containing soy protein and whey powder mixed in reduced-fat (1.5%) milk",36,250,19,7,foodSearch.php?num=556&ak=detail
429,Malted milk powder in full-fat milk,45,250,26,12,foodSearch.php?num=557&ak=detail
430,"Milo™ beverage powder, prepared with water ",55,250,16,9,foodSearch.php?num=558&ak=detail
431,"Milo™ beverage powder, prepared with water ",52,250,16,8,foodSearch.php?num=559&ak=detail
432,"Milo™ beverage powder, prepared with full-fat milk ",35,250,25,9,foodSearch.php?num=560&ak=detail
433,"Milo™ beverage powder, prepared with full-fat milk ",36,250,26,9,foodSearch.php?num=561&ak=detail
434,"Milo™ Breakfast Smoothie powder, prepared with skim milk",39,250,34,13,foodSearch.php?num=562&ak=detail
435,"Nutrimeal™, meal replacement drink, Dutch Chocolate",26,250,17,4,foodSearch.php?num=563&ak=detail
436,"Nutrimeal™, meal replacement drink, all flavours",20,250,17,4,foodSearch.php?num=564&ak=detail
437,"Proform Hi-protein powder, neutral flavour, prepared with skim milk, beverage",45,250,49,22,foodSearch.php?num=565&ak=detail
438,"Proform Hi-protein powder, vanilla flavour, prepared with skim milk, beverage",42,250,50,21,foodSearch.php?num=566&ak=detail
439,"Quik™ chocolate beverage powder, prepared with water",53,250,7,4,foodSearch.php?num=567&ak=detail
440,"Quik™ chocolate beverage powder, prepared with 1.5% fat milk",41,250,11,5,foodSearch.php?num=568&ak=detail
441,"Quik™ strawberry beverage powder, prepared with water",64,250,8,5,foodSearch.php?num=569&ak=detail
442,"Quik™ strawberry beverage powder, prepared with 1.5% fat milk",35,250,12,4,foodSearch.php?num=570&ak=detail
443,"Bagel, white bread",69,70,35,24,foodSearch.php?num=571&ak=detail
444,"Traditional French baguette bread (prepared with wheat flour, water, salt and 20 g yeast) ",57,30,18,10,foodSearch.php?num=572&ak=detail
445,"Whole Grain Baguette bread, President's Choice® Blue Menu™",73,30,13,9,foodSearch.php?num=573&ak=detail
446,French baguette bread with chocolate spread,72,70,37,27,foodSearch.php?num=574&ak=detail
447,French baguette bread with butter and strawberry jam ,62,70,41,26,foodSearch.php?num=575&ak=detail
448,Pain au lait bread,63,60,32,20,foodSearch.php?num=576&ak=detail
449,"Coarse barley kernel bread, 80% scalded intact kernels (20% white wheat flour)",34,30,20,7,foodSearch.php?num=577&ak=detail
450,"Coarse barley kernel bread, 80% intact kernels (20% white wheat flour)",40,30,20,8,foodSearch.php?num=578&ak=detail
451,"Barley kernel bread, 50% kibbled barley ",48,30,20,10,foodSearch.php?num=579&ak=detail
452,Sunflower and barley bread,57,30,11,6,foodSearch.php?num=580&ak=detail
453,"Sunflower and barley bread, with 5 g margarine",70,30,12,8,foodSearch.php?num=581&ak=detail
454,Wholemeal barley flour (80%) bread (20% white wheat flour) ,67,30,20,13,foodSearch.php?num=582&ak=detail
455,"Wholemeal barley bread, flat, thin, soft (50% regular barley flour, 50% high-fiber barley flour) ",50,30,15,7,foodSearch.php?num=583&ak=detail
456,"Wholemeal barley bread, flat, thin, soft (20% regular barley flour, 80% high-fiber barley flour) ",43,30,11,5,foodSearch.php?num=584&ak=detail
457,"Barley flour bread, made from 50% wheat flour and 50% coarse sieved barley flour (containing 4.2% total 1-3, 1-4 ß-glucan of which 2.8% soluble) ",74,30,16,12,foodSearch.php?num=585&ak=detail
458,"Barley flour bread, made from 80% wheat flour and 20% water-extracted barley flour (containing 6.3% total 1-3, 1-4 ß-glucan of which 5.7% soluble) ",70,30,16,11,foodSearch.php?num=586&ak=detail
459,"Whole grain barley flour bread, made from 50% barley flour and 50% wheat flour (containing 2.4% total 1-3, 1-4 ß-glucan of which 2.0% soluble) ",85,30,18,15,foodSearch.php?num=587&ak=detail
460,"Barley bread, 70% high-amylose barley flour and 30% white wheat flour, baked long-time at low tempertaure ",49,30,12,6,foodSearch.php?num=588&ak=detail
461,"Barley bread, 70% high-amylose barley flour & 30% white wheat flour, conventionally baked ",70,30,13,9,foodSearch.php?num=589&ak=detail
462,Wholemeal barley flour (80%) bread ,70,30,20,14,foodSearch.php?num=590&ak=detail
463,Wholemeal barley flour (80%) bread with sourdough (lactic acid),53,30,20,10,foodSearch.php?num=591&ak=detail
464,Wholemeal barley flour (80%) bread with lactic acid,66,30,19,12,foodSearch.php?num=592&ak=detail
465,Wholemeal barley flour (80%) bread with calcium lactate,59,30,20,12,foodSearch.php?num=593&ak=detail
466,Wholemeal barley flour (80%) bread with sodium propionate,65,30,20,13,foodSearch.php?num=594&ak=detail
467,Wholemeal barley flour (80%) bread with higher dose sodium propionate,57,30,19,11,foodSearch.php?num=595&ak=detail
468,"Buckwheat bread, 50% dehusked buckwheat groats and 50% white wheat flour ",47,30,21,10,foodSearch.php?num=596&ak=detail
469,Buckwheat bread,67,30,19,13,foodSearch.php?num=597&ak=detail
470,"Chickpea flour bread, made from Amethyst-type desi chickpeas",55,30,13,7,foodSearch.php?num=598&ak=detail
471,"Chickpea flour bread, made from extruded chickpea flour ",67,30,12,8,foodSearch.php?num=599&ak=detail
472,"Corn tortilla, made from white corn, Diego's brand",49,50,22,11,foodSearch.php?num=600&ak=detail
473,"Bread, flax, made from flax meal & wheat flour",67,30,12,8,foodSearch.php?num=601&ak=detail
474,Bürgen® Fruit loaf bread,44,30,13,6,foodSearch.php?num=602&ak=detail
475,Bürgen® Fruit and Muesli bread,53,30,14,7,foodSearch.php?num=603&ak=detail
476,"Continental fruit loaf, wheat bread with dried fruit ",47,30,15,7,foodSearch.php?num=604&ak=detail
477,Fruit and cinnamon bread,71,30,16,11,foodSearch.php?num=605&ak=detail
478,"Fruit and Spice Loaf bread, thick sliced",54,30,15,8,foodSearch.php?num=606&ak=detail
479,"Fruit loaf bread, sliced",57,30,16,9,foodSearch.php?num=607&ak=detail
480,"Happiness™ bread, cinnamon, raisin, pecan bread",63,30,14,9,foodSearch.php?num=608&ak=detail
481,"Muesli bread, made from packet mix in bread making machine",54,30,12,7,foodSearch.php?num=609&ak=detail
482,Whole-wheat bread with dried fruit,47,30,14,7,foodSearch.php?num=610&ak=detail
483,Gluten Free Multigrain bread,79,30,13,10,foodSearch.php?num=611&ak=detail
